X_scan,Y_scan,X_acc,Y_acc,Radius,Mean,StdDev,Prominence_min,Prominence_pseudo
4,3,439.3467,257.1470,3,17.6667,1.8161,3,11
4,3,272.0447,439.1021,3,9.5556,1.8161,3,5
4,3,422.2683,335.2455,3,18.8889,1.8161,3,14
4,3,257.0228,71.0809,3,9.5556,1.8161,3,5
4,3,81.1435,195.2148,3,11.4444,1.8161,3,8
4,3,163.3347,417.0575,3,23.8889,1.8161,3,16
4,3,191.1151,430.3831,3,17.8889,1.8161,3,13
4,3,349.1024,417.3657,3,17.2222,1.8161,3,11
4,3,374.2432,400.2686,3,13.6667,1.8161,3,9
4,3,137.2981,402.3971,3,13.3333,1.8161,3,8
4,3,219.1982,443.0828,3,14.2222,1.8161,3,10
4,3,443.4914,287.4143,3,19.7778,1.8161,3,14
4,3,399.1937,383.2194,3,10.8889,1.8161,3,7
4,3,324.1232,435.0919,3,11.0000,1.8161,3,7
4,3,61.1844,274.1830,3,15.5556,1.8161,3,10
4,3,338.0865,78.1490,3,7.2222,1.8161,3,4
4,3,58.1695,243.1220,3,8.8889,1.8161,3,6
4,3,446.2368,318.0897,3,16.4444,1.8161,3,12
4,3,246.1262,456.2613,3,10.2222,1.8161,3,8
4,3,424.1598,365.0724,3,10.2222,1.8161,3,7
4,3,299.1376,452.2228,3,10.8889,1.8161,3,6
4,3,393.0754,104.2318,3,7.6667,1.8161,3,4
4,3,66.2171,335.1555,3,5.2222,1.8161,3,4
4,3,166.3279,447.0990,3,14.7778,1.8161,3,9
4,3,377.0679,432.1152,3,12.4444,1.8161,3,8
4,3,448.4541,348.1435,3,18.4444,1.8161,3,14
4,3,193.4795,461.1343,3,31.1111,1.8161,3,21
4,3,351.4231,448.3681,3,11.8889,1.8161,3,9
4,3,273.3901,470.1832,3,12.3333,1.8161,3,9
4,3,402.3079,414.0316,3,15.5556,1.8161,3,12
4,3,427.1800,397.0178,3,9.3333,1.8161,3,7
4,3,221.2241,474.3402,3,10.2222,1.8161,3,7
4,3,327.2408,465.2500,3,6.5556,1.8161,3,5
4,3,249.1460,487.3175,3,13.2222,1.8161,3,8
4,3,452.0463,379.0299,3,11.7778,1.8161,3,7
4,3,302.0690,483.1108,3,9.3333,1.8161,3,6
4,3,404.3555,443.2091,3,10.8889,1.8161,3,8
4,3,380.0023,462.0162,3,8.5556,1.8161,3,6
4,3,429.2642,426.4366,3,13.8889,1.8161,3,10
4,3,354.1864,479.0086,3,19.4444,1.8161,3,12
4,3,276.3528,500.1359,3,13.1111,1.8161,3,9
4,3,329.1902,496.0676,3,10.7778,1.8161,3,6
5,3,256.1876,256.1329,3,197.0000,1.7931,3,190
5,3,281.4766,239.0988,3,160.2222,1.7931,3,125
5,3,229.4110,242.2562,3,184.8889,1.7931,3,141
5,3,284.1589,268.4206,3,198.7778,1.7931,3,158
5,3,231.4488,273.5134,3,135.0000,1.7931,3,103
5,3,254.4427,225.2982,3,83.0000,1.7931,3,67
5,3,259.4089,286.5192,3,155.4444,1.7931,3,113
5,3,203.4790,260.0319,3,210.7778,1.7931,3,171
5,3,308.3766,252.1572,3,198.4444,1.7931,3,155
5,3,279.3837,209.0883,3,207.8889,1.7931,3,161
5,3,227.3746,212.3292,3,69.1111,1.7931,3,56
5,3,287.0722,299.3261,3,180.4444,1.7931,3,135
5,3,233.4893,305.1838,3,204.7778,1.7931,3,166
5,3,262.2506,316.4225,3,90.8889,1.7931,3,73
5,3,202.4820,229.2253,3,78.7778,1.7931,3,64
5,3,206.3595,290.3888,3,99.3333,1.7931,3,81
5,3,311.4859,282.2903,3,86.2222,1.7931,3,73
5,3,252.1546,195.1967,3,27.5556,1.7931,3,21
5,3,307.0727,222.0278,3,174.2222,1.7931,3,125
5,3,177.2120,246.2528,3,85.4444,1.7931,3,63
5,3,179.1488,277.2788,3,88.4444,1.7931,3,61
5,3,304.1635,192.1740,3,80.5556,1.7931,3,56
5,3,224.2559,181.3272,3,9.1111,1.7931,3,7
5,3,336.3207,265.2512,3,67.4444,1.7931,3,54
5,3,314.2391,312.3390,3,74.4444,1.7931,3,57
5,3,277.0725,178.1203,3,12.8889,1.7931,3,11
5,3,289.5081,330.1267,3,80.0000,1.7931,3,53
5,3,209.0498,322.0340,3,68.3333,1.7931,3,48
5,3,334.3535,234.5264,3,134.4444,1.7931,3,99
5,3,199.2273,198.3617,3,10.8889,1.7931,3,8
5,3,236.3115,334.4467,3,47.3333,1.7931,3,38
5,3,174.3402,216.2337,3,12.0000,1.7931,3,9
5,3,331.4709,204.4862,3,126.3333,1.7931,3,109
5,3,181.3178,308.1375,3,84.3333,1.7931,3,61
5,3,339.3561,295.4838,3,100.4444,1.7931,3,84
5,3,250.0168,164.2052,3,9.2222,1.7931,3,6
5,3,264.4386,348.0375,3,117.8889,1.7931,3,83
5,3,152.1988,263.4862,3,66.0000,1.7931,3,49
5,3,361.0637,248.2767,3,102.4444,1.7931,3,74
5,3,302.0519,161.1585,3,17.1111,1.7931,3,11
5,3,211.2018,352.3830,3,108.3333,1.7931,3,81
5,3,317.1717,343.2029,3,71.0000,1.7931,3,51
5,3,150.1944,233.1059,3,7.2222,1.7931,3,5
5,3,154.1102,294.2401,3,91.1111,1.7931,3,61
5,3,341.4622,325.4427,3,44.5556,1.7931,3,37
5,3,359.1042,218.0215,3,62.6667,1.7931,3,44
5,3,183.4642,338.2012,3,39.1111,1.7931,3,30
5,3,329.2405,174.0862,3,13.0000,1.7931,3,8
5,3,292.0843,360.4163,3,37.8889,1.7931,3,29
5,3,239.1704,365.2642,3,42.2222,1.7931,3,34
5,3,363.4799,279.0393,3,28.3333,1.7931,3,22
5,3,356.1946,188.0894,3,37.4444,1.7931,3,26
5,3,156.2941,325.1934,3,71.4444,1.7931,3,54
5,3,366.4288,309.0767,3,49.0000,1.7931,3,38
5,3,267.0613,378.1952,3,45.6667,1.7931,3,32
5,3,386.3467,230.4894,3,38.4444,1.7931,3,32
5,3,214.2955,382.1317,3,30.0000,1.7931,3,23
5,3,186.4084,369.2397,3,25.1111,1.7931,3,21
5,3,389.2061,261.2421,3,38.4444,1.7931,3,27
5,3,319.1251,374.1649,3,36.7778,1.7931,3,26
5,3,344.1809,357.1570,3,25.8889,1.7931,3,18
5,3,130.1840,311.3038,3,78.5556,1.7931,3,53
5,3,383.3387,201.0291,3,42.3333,1.7931,3,31
5,3,159.2668,355.3709,3,36.1111,1.7931,3,28
5,3,241.5051,395.2012,3,31.2222,1.7931,3,21
5,3,369.3373,339.3969,3,28.2222,1.7931,3,21
5,3,294.3294,390.4405,3,40.6667,1.7931,3,32
5,3,391.4205,291.2205,3,27.5556,1.7931,3,22
5,3,131.3853,342.2740,3,76.8889,1.7931,3,53
5,3,269.0521,408.4125,3,40.3333,1.7931,3,29
5,3,394.1846,322.0541,3,33.0000,1.7931,3,25
5,3,189.5487,398.5008,3,38.7778,1.7931,3,26
5,3,414.3886,244.2052,3,34.0000,1.7931,3,26
5,3,347.1391,388.0477,3,33.3333,1.7931,3,22
5,3,410.3826,213.2974,3,9.7778,1.7931,3,9
5,3,216.4488,412.4405,3,25.5556,1.7931,3,21
5,3,416.0682,274.1712,3,37.8889,1.7931,3,25
5,3,161.2338,386.2213,3,35.7778,1.7931,3,24
5,3,372.1292,369.3254,3,19.6667,1.7931,3,14
5,3,322.2010,404.1512,3,11.3333,1.7931,3,8
5,3,134.1987,372.4057,3,46.8889,1.7931,3,31
5,3,396.3565,352.4154,3,25.0000,1.7931,3,20
5,3,419.0945,305.1706,3,44.2222,1.7931,3,29
5,3,243.2623,426.3932,3,20.0000,1.7931,3,16
5,3,231.4944,87.0976,3,28.2222,1.7931,3,20
5,3,296.3305,422.3858,3,18.1111,1.7931,3,15
5,3,285.0492,83.1654,3,22.1111,1.7931,3,15
5,3,153.1789,109.0053,3,6.2222,1.7931,3,4
5,3,179.0819,92.2284,3,8.5556,1.7931,3,5
5,3,271.3549,439.0893,3,7.8889,1.7931,3,5
5,3,422.2674,335.2589,3,18.6667,1.7931,3,14
5,3,439.3488,257.1405,3,17.2222,1.7931,3,11
5,3,257.0438,71.0723,3,9.4444,1.7931,3,5
5,3,81.1352,195.2153,3,11.4444,1.7931,3,8
5,3,163.3213,417.0507,3,23.5556,1.7931,3,16
5,3,374.2683,400.2700,3,13.0000,1.7931,3,8
5,3,191.1220,430.4046,3,17.8889,1.7931,3,13
5,3,349.1126,417.3489,3,17.0000,1.7931,3,11
5,3,137.2763,402.3891,3,13.2222,1.7931,3,9
5,3,219.2147,443.1066,3,14.0000,1.7931,3,10
5,3,443.4837,287.4362,3,19.6667,1.7931,3,14
5,3,399.2134,383.2803,3,9.8889,1.7931,3,6
5,3,324.1194,435.0951,3,10.5556,1.7931,3,6
5,3,61.2102,274.1682,3,15.3333,1.7931,3,10
5,3,338.1241,78.1434,3,7.2222,1.7931,3,4
5,3,58.1946,243.1199,3,7.8889,1.7931,3,5
5,3,446.2345,318.0944,3,16.4444,1.7931,3,12
5,3,424.1559,365.0774,3,10.0000,1.7931,3,6
5,3,299.0992,452.2174,3,10.7778,1.7931,3,6
5,3,246.1048,456.2425,3,10.1111,1.7931,3,8
5,3,393.0874,104.2049,3,7.6667,1.7931,3,4
5,3,66.1576,335.1875,3,5.2222,1.7931,3,4
5,3,166.3527,447.0771,3,14.6667,1.7931,3,9
5,3,377.0648,432.1051,3,12.3333,1.7931,3,7
5,3,448.4342,348.1228,3,17.8889,1.7931,3,13
5,3,193.4900,461.1325,3,30.5556,1.7931,3,21
5,3,351.4026,448.3333,3,11.6667,1.7931,3,8
5,3,273.3713,470.1772,3,12.2222,1.7931,3,9
5,3,402.3375,414.0551,3,15.4444,1.7931,3,11
5,3,427.1488,397.0190,3,9.3333,1.7931,3,6
5,3,327.2500,466.0283,3,6.7778,1.7931,3,5
5,3,221.2238,474.3389,3,10.0000,1.7931,3,6
5,3,452.0067,378.2793,3,9.7778,1.7931,3,7
5,3,249.1310,487.3321,3,12.8889,1.7931,3,8
5,3,302.0526,483.1284,3,9.2222,1.7931,3,6
5,3,40.1530,352.1066,3,8.2222,1.7931,3,4
5,3,404.3469,443.2694,3,10.3333,1.7931,3,7
5,3,379.3998,462.0455,3,7.3333,1.7931,3,6
5,3,429.2622,426.4186,3,13.4444,1.7931,3,10
5,3,354.1631,479.0643,3,18.8889,1.7931,3,12
5,3,276.3111,500.0733,3,13.0000,1.7931,3,9
5,3,329.1758,496.0789,3,10.5556,1.7931,3,6
6,3,256.1877,256.1331,3,197.0000,1.7823,3,190
6,3,281.4766,239.0988,3,160.2222,1.7823,3,125
6,3,231.4483,273.5132,3,135.0000,1.7823,3,103
6,3,229.4117,242.2563,3,184.8889,1.7823,3,141
6,3,284.1589,268.4206,3,198.7778,1.7823,3,158
6,3,254.4418,225.2975,3,83.0000,1.7823,3,67
6,3,259.4083,286.5209,3,155.4444,1.7823,3,113
6,3,203.4790,260.0319,3,210.7778,1.7823,3,171
6,3,308.3766,252.1572,3,198.4444,1.7823,3,155
6,3,279.3837,209.0883,3,207.8889,1.7823,3,161
6,3,227.3746,212.3292,3,69.1111,1.7823,3,56
6,3,287.0722,299.3261,3,180.4444,1.7823,3,135
6,3,233.4895,305.1836,3,204.7778,1.7823,3,166
6,3,262.2505,316.4213,3,90.8889,1.7823,3,73
6,3,202.4820,229.2253,3,78.7778,1.7823,3,64
6,3,206.3595,290.3888,3,99.3333,1.7823,3,81
6,3,311.4859,282.2903,3,86.2222,1.7823,3,73
6,3,252.1546,195.1967,3,27.5556,1.7823,3,21
6,3,307.0726,222.0272,3,174.2222,1.7823,3,125
6,3,177.2120,246.2528,3,85.4444,1.7823,3,63
6,3,179.1488,277.2788,3,88.4444,1.7823,3,61
6,3,304.1635,192.1740,3,80.5556,1.7823,3,56
6,3,224.2559,181.3272,3,9.1111,1.7823,3,7
6,3,336.3217,265.2496,3,67.4444,1.7823,3,54
6,3,314.2391,312.3390,3,74.4444,1.7823,3,57
6,3,277.0725,178.1203,3,12.8889,1.7823,3,11
6,3,289.5107,330.1222,3,80.0000,1.7823,3,53
6,3,209.0498,322.0340,3,68.3333,1.7823,3,48
6,3,334.3535,234.5264,3,134.4444,1.7823,3,99
6,3,199.2343,198.3634,3,10.8889,1.7823,3,8
6,3,236.3115,334.4467,3,47.3333,1.7823,3,38
6,3,174.3402,216.2337,3,12.0000,1.7823,3,9
6,3,331.4702,204.4865,3,126.3333,1.7823,3,109
6,3,181.3178,308.1387,3,84.3333,1.7823,3,61
6,3,339.3561,295.4838,3,100.4444,1.7823,3,84
6,3,250.0168,164.2052,3,9.2222,1.7823,3,6
6,3,264.4386,348.0375,3,117.8889,1.7823,3,83
6,3,152.1983,263.4886,3,66.0000,1.7823,3,49
6,3,361.0637,248.2767,3,102.4444,1.7823,3,74
6,3,302.0519,161.1585,3,17.1111,1.7823,3,11
6,3,211.2018,352.3830,3,108.3333,1.7823,3,81
6,3,317.1717,343.2029,3,71.0000,1.7823,3,51
6,3,150.1944,233.1059,3,7.2222,1.7823,3,5
6,3,154.1102,294.2401,3,91.1111,1.7823,3,61
6,3,341.4622,325.4427,3,44.5556,1.7823,3,37
6,3,359.1058,218.0200,3,62.6667,1.7823,3,44
6,3,183.4629,338.2035,3,39.1111,1.7823,3,30
6,3,329.2405,174.0862,3,13.0000,1.7823,3,8
6,3,292.0821,360.4143,3,37.8889,1.7823,3,29
6,3,239.1704,365.2642,3,42.2222,1.7823,3,34
6,3,363.4799,279.0393,3,28.3333,1.7823,3,22
6,3,356.1910,188.0835,3,37.4444,1.7823,3,26
6,3,156.2941,325.1934,3,71.4444,1.7823,3,54
6,3,366.4288,309.0767,3,49.0000,1.7823,3,38
6,3,267.0613,378.1952,3,45.6667,1.7823,3,32
6,3,386.3467,230.4894,3,38.4444,1.7823,3,32
6,3,214.2955,382.1317,3,30.0000,1.7823,3,23
6,3,186.4084,369.2397,3,25.1111,1.7823,3,21
6,3,389.2066,261.2390,3,38.4444,1.7823,3,27
6,3,319.1251,374.1649,3,36.7778,1.7823,3,26
6,3,344.1809,357.1570,3,25.8889,1.7823,3,18
6,3,130.1840,311.3038,3,78.5556,1.7823,3,53
6,3,383.3387,201.0291,3,42.3333,1.7823,3,31
6,3,159.2668,355.3709,3,36.1111,1.7823,3,28
6,3,241.5051,395.2012,3,31.2222,1.7823,3,21
6,3,369.3373,339.3969,3,28.2222,1.7823,3,21
6,3,294.3294,390.4405,3,40.6667,1.7823,3,32
6,3,391.4160,291.2251,3,27.5556,1.7823,3,22
6,3,131.3853,342.2740,3,76.8889,1.7823,3,53
6,3,269.0521,408.4125,3,40.3333,1.7823,3,29
6,3,394.1873,322.0575,3,33.0000,1.7823,3,25
6,3,189.5487,398.5008,3,38.7778,1.7823,3,26
6,3,414.3886,244.2052,3,34.0000,1.7823,3,26
6,3,347.1391,388.0477,3,33.3333,1.7823,3,22
6,3,410.3826,213.2974,3,9.7778,1.7823,3,9
6,3,216.4488,412.4380,3,25.5556,1.7823,3,21
6,3,416.0682,274.1712,3,37.8889,1.7823,3,25
6,3,161.2338,386.2213,3,35.7778,1.7823,3,24
6,3,372.1292,369.3254,3,19.6667,1.7823,3,14
6,3,322.2010,404.1512,3,11.3333,1.7823,3,8
6,3,134.1987,372.4057,3,46.8889,1.7823,3,31
6,3,396.3552,352.4086,3,25.0000,1.7823,3,20
6,3,419.0778,305.1781,3,44.2222,1.7823,3,29
6,3,243.2623,426.3932,3,20.0000,1.7823,3,15
6,3,231.4934,87.0872,3,28.1111,1.7823,3,20
6,3,296.3321,422.3804,3,18.1111,1.7823,3,15
6,3,285.0420,83.1324,3,22.1111,1.7823,3,15
6,3,154.0053,108.2196,3,7.5556,1.7823,3,4
6,3,179.0472,92.1813,3,8.5556,1.7823,3,5
6,3,271.3864,439.0295,3,7.8889,1.7823,3,5
6,3,422.2631,335.2546,3,18.3333,1.7823,3,14
6,3,439.3250,257.1159,3,17.2222,1.7823,3,11
6,3,256.3178,71.0850,3,8.3333,1.7823,3,6
6,3,81.2228,195.2744,3,10.4444,1.7823,3,7
6,3,163.2817,417.0506,3,22.8889,1.7823,3,15
6,3,374.2047,400.2258,3,12.8889,1.7823,3,9
6,3,191.1084,430.3094,3,16.6667,1.7823,3,13
6,3,349.1011,417.3218,3,16.0000,1.7823,3,10
6,3,137.2179,403.0182,3,14.6667,1.7823,3,9
6,3,443.4591,287.4259,3,19.2222,1.7823,3,14
6,3,219.2720,443.0484,3,13.8889,1.7823,3,10
6,3,399.2375,383.3395,3,9.8889,1.7823,3,6
6,3,324.0112,435.1769,3,9.5556,1.7823,3,7
6,3,61.1818,274.1169,3,14.3333,1.7823,3,9
6,3,338.1850,78.0475,3,6.5556,1.7823,3,4
6,3,58.2182,243.2045,3,7.8889,1.7823,3,5
6,3,446.2168,318.0944,3,16.2222,1.7823,3,12
6,3,246.1600,456.3322,3,9.1111,1.7823,3,7
6,3,424.2346,365.1706,3,9.3333,1.7823,3,5
6,3,299.2205,452.3013,3,9.8889,1.7823,3,6
6,3,66.2241,336.0544,3,6.8889,1.7823,3,4
6,3,166.3610,447.0997,3,14.3333,1.7823,3,9
6,3,376.4083,432.0958,3,9.6667,1.7823,3,7
6,3,449.0062,348.2046,3,18.8889,1.7823,3,12
6,3,193.4826,461.1174,3,30.2222,1.7823,3,21
6,3,351.4059,448.3044,3,11.6667,1.7823,3,8
6,3,273.3220,470.1515,3,12.1111,1.7823,3,9
6,3,402.3271,414.0160,3,15.4444,1.7823,3,11
6,3,427.1253,396.3537,3,8.1111,1.7823,3,6
6,3,327.1755,466.0787,3,6.1111,1.7823,3,4
6,3,221.1689,474.2651,3,9.0000,1.7823,3,6
6,3,451.4214,379.0350,3,9.6667,1.7823,3,6
6,3,249.1832,487.3244,3,12.1111,1.7823,3,8
6,3,302.0855,483.1675,3,9.1111,1.7823,3,6
6,3,404.2592,443.2340,3,10.3333,1.7823,3,7
6,3,380.0568,462.0684,3,8.5556,1.7823,3,6
6,3,429.2243,426.4396,3,13.4444,1.7823,3,11
6,3,354.1476,479.1086,3,18.0000,1.7823,3,11
6,3,276.3324,500.1648,3,12.0000,1.7823,3,8
6,3,329.1876,496.1074,3,9.5556,1.7823,3,6
7,3,256.1885,256.1338,3,197.0000,1.7376,3,190
7,3,281.4766,239.0988,3,160.2222,1.7376,3,125
7,3,229.4123,242.2564,3,184.7778,1.7376,3,141
7,3,284.1589,268.4206,3,198.7778,1.7376,3,158
7,3,231.4475,273.5128,3,135.0000,1.7376,3,102
7,3,254.4426,225.2955,3,83.0000,1.7376,3,67
7,3,259.4076,286.5218,3,155.4444,1.7376,3,113
7,3,203.4790,260.0319,3,210.7778,1.7376,3,171
7,3,308.3766,252.1572,3,198.4444,1.7376,3,155
7,3,279.3837,209.0883,3,207.8889,1.7376,3,161
7,3,227.3735,212.3316,3,69.1111,1.7376,3,56
7,3,287.0722,299.3261,3,180.4444,1.7376,3,135
7,3,233.4896,305.1836,3,204.7778,1.7376,3,166
7,3,262.2544,316.4199,3,90.8889,1.7376,3,73
7,3,202.4820,229.2265,3,78.6667,1.7376,3,64
7,3,206.3595,290.3888,3,99.3333,1.7376,3,81
7,3,311.4859,282.2903,3,86.2222,1.7376,3,73
7,3,252.1622,195.2027,3,27.5556,1.7376,3,21
7,3,307.0722,222.0268,3,174.2222,1.7376,3,125
7,3,177.2126,246.2567,3,85.4444,1.7376,3,63
7,3,179.1477,277.2777,3,88.4444,1.7376,3,62
7,3,304.1645,192.1746,3,80.5556,1.7376,3,56
7,3,224.2619,181.3225,3,9.1111,1.7376,3,7
7,3,336.3248,265.2508,3,67.4444,1.7376,3,54
7,3,314.2400,312.3382,3,74.4444,1.7376,3,57
7,3,277.0778,178.1228,3,12.8889,1.7376,3,11
7,3,289.5107,330.1228,3,79.8889,1.7376,3,53
7,3,209.0498,322.0340,3,68.3333,1.7376,3,48
7,3,334.3535,234.5264,3,134.4444,1.7376,3,99
7,3,199.2343,198.3634,3,10.8889,1.7376,3,8
7,3,236.3115,334.4467,3,47.3333,1.7376,3,38
7,3,174.3431,216.2224,3,12.0000,1.7376,3,9
7,3,331.4707,204.4858,3,126.3333,1.7376,3,109
7,3,181.3178,308.1387,3,84.3333,1.7376,3,61
7,3,339.3546,295.4843,3,100.4444,1.7376,3,84
7,3,250.0047,164.1968,3,9.2222,1.7376,3,6
7,3,264.4383,348.0372,3,117.8889,1.7376,3,83
7,3,152.1983,263.4886,3,66.0000,1.7376,3,49
7,3,361.0646,248.2772,3,102.4444,1.7376,3,74
7,3,302.0597,161.1626,3,17.1111,1.7376,3,11
7,3,211.2018,352.3830,3,108.3333,1.7376,3,81
7,3,317.1717,343.2029,3,71.0000,1.7376,3,51
7,3,150.2170,233.0957,3,7.2222,1.7376,3,5
7,3,154.1112,294.2428,3,91.1111,1.7376,3,61
7,3,341.4632,325.4432,3,44.5556,1.7376,3,37
7,3,359.1058,218.0200,3,62.6667,1.7376,3,44
7,3,183.4623,338.2065,3,39.1111,1.7376,3,30
7,3,329.2441,174.0612,3,13.0000,1.7376,3,8
7,3,292.0818,360.4149,3,37.7778,1.7376,3,29
7,3,239.1695,365.2661,3,42.1111,1.7376,3,34
7,3,363.4799,279.0393,3,28.3333,1.7376,3,22
7,3,356.1949,188.0822,3,37.4444,1.7376,3,26
7,3,156.2928,325.1946,3,71.3333,1.7376,3,54
7,3,366.4301,309.0829,3,49.0000,1.7376,3,38
7,3,267.0614,378.1954,3,45.6667,1.7376,3,32
7,3,386.3517,230.4935,3,38.4444,1.7376,3,32
7,3,214.2924,382.1315,3,30.0000,1.7376,3,23
7,3,186.4141,369.2328,3,25.1111,1.7376,3,21
7,3,389.2086,261.2425,3,38.4444,1.7376,3,27
7,3,319.1251,374.1649,3,36.7778,1.7376,3,26
7,3,344.1781,357.1573,3,25.8889,1.7376,3,18
7,3,130.1840,311.3038,3,78.5556,1.7376,3,53
7,3,383.3397,201.0298,3,42.3333,1.7376,3,31
7,3,159.2671,355.3701,3,36.1111,1.7376,3,28
7,3,241.5051,395.2012,3,31.2222,1.7376,3,21
7,3,369.3373,339.3969,3,28.2222,1.7376,3,21
7,3,294.3294,390.4405,3,40.6667,1.7376,3,32
7,3,391.4216,291.2228,3,27.4444,1.7376,3,22
7,3,131.3853,342.2740,3,76.8889,1.7376,3,53
7,3,269.0521,408.4125,3,40.3333,1.7376,3,29
7,3,394.1926,322.0617,3,32.8889,1.7376,3,25
7,3,189.5487,398.5008,3,38.7778,1.7376,3,26
7,3,414.3914,244.2022,3,34.0000,1.7376,3,26
7,3,347.1391,388.0477,3,33.3333,1.7376,3,22
7,3,410.3824,213.2923,3,9.7778,1.7376,3,9
7,3,216.4454,412.4355,3,25.5556,1.7376,3,21
7,3,416.0682,274.1712,3,37.8889,1.7376,3,25
7,3,161.2367,386.2234,3,35.7778,1.7376,3,24
7,3,372.1299,369.3275,3,19.6667,1.7376,3,14
7,3,322.1938,404.1589,3,11.3333,1.7376,3,8
7,3,134.2011,372.4050,3,46.7778,1.7376,3,31
7,3,396.3532,352.3958,3,25.1111,1.7376,3,20
7,3,419.0778,305.1781,3,44.2222,1.7376,3,29
7,3,243.2644,426.3978,3,20.0000,1.7376,3,16
7,3,231.4953,87.0945,3,28.0000,1.7376,3,20
7,3,296.3321,422.3804,3,18.1111,1.7376,3,15
7,3,285.0359,83.1507,3,22.1111,1.7376,3,15
7,3,154.0120,108.2360,3,7.3333,1.7376,3,4
7,3,179.0485,92.1624,3,8.5556,1.7376,3,5
7,3,439.3217,257.1246,3,16.5556,1.7376,3,11
7,3,272.0907,438.2744,3,7.4444,1.7376,3,5
7,3,422.2790,335.2678,3,17.6667,1.7376,3,13
7,3,257.0611,71.0812,3,9.2222,1.7376,3,5
7,3,81.2209,195.2674,3,10.1111,1.7376,3,7
7,3,163.2842,417.0640,3,22.4444,1.7376,3,15
7,3,374.2050,400.2320,3,12.5556,1.7376,3,9
7,3,191.0960,430.3322,3,15.8889,1.7376,3,12
7,3,349.0676,417.3397,3,15.1111,1.7376,3,10
7,3,137.1862,403.0185,3,14.4444,1.7376,3,9
7,3,219.2844,443.0489,3,13.5556,1.7376,3,9
7,3,443.4452,287.4191,3,18.7778,1.7376,3,13
7,3,324.0418,435.1799,3,9.4444,1.7376,3,6
7,3,399.2133,384.0089,3,10.1111,1.7376,3,6
7,3,61.1783,274.1468,3,13.6667,1.7376,3,9
7,3,338.1861,78.0570,3,6.2222,1.7376,3,4
7,3,58.2317,243.2156,3,7.4444,1.7376,3,5
7,3,446.2139,318.1084,3,15.6667,1.7376,3,11
7,3,424.2800,365.1626,3,8.8889,1.7376,3,5
7,3,299.1836,452.3097,3,9.5556,1.7376,3,6
7,3,246.1437,456.3368,3,8.6667,1.7376,3,7
7,3,66.2112,336.0642,3,6.6667,1.7376,3,4
7,3,166.3223,447.1010,3,14.1111,1.7376,3,8
7,3,377.0031,432.1164,3,11.7778,1.7376,3,6
7,3,449.0092,348.1803,3,18.5556,1.7376,3,11
7,3,193.4719,461.1126,3,29.3333,1.7376,3,20
7,3,352.0037,448.3081,3,12.1111,1.7376,3,8
7,3,273.3314,470.1552,3,11.8889,1.7376,3,9
7,3,402.3431,414.0492,3,14.7778,1.7376,3,11
7,3,221.1682,474.2788,3,8.8889,1.7376,3,5
7,3,427.1009,396.3254,3,7.8889,1.7376,3,5
7,3,327.1425,466.0750,3,5.6667,1.7376,3,4
7,3,249.1920,487.3090,3,11.7778,1.7376,3,8
7,3,452.0391,379.0285,3,10.4444,1.7376,3,7
7,3,302.0965,483.1931,3,8.8889,1.7376,3,6
7,3,404.2545,443.2264,3,9.8889,1.7376,3,6
7,3,380.0802,462.0731,3,8.4444,1.7376,3,6
7,3,429.2012,426.4499,3,13.2222,1.7376,3,11
7,3,354.1315,479.1062,3,17.7778,1.7376,3,11
7,3,276.3327,500.1506,3,11.6667,1.7376,3,8
7,3,329.1868,496.1018,3,9.3333,1.7376,3,6
8,3,256.1876,256.1328,3,197.0000,1.6930,3,190
8,3,281.4789,239.0980,3,160.1111,1.6930,3,125
8,3,229.4125,242.2561,3,184.6667,1.6930,3,141
8,3,284.1600,268.4216,3,198.6667,1.6930,3,158
8,3,231.4523,273.5121,3,135.0000,1.6930,3,102
8,3,254.4444,225.2969,3,82.7778,1.6930,3,68
8,3,259.3974,287.0038,3,155.4444,1.6930,3,113
8,3,203.4783,260.0322,3,210.7778,1.6930,3,171
8,3,308.3753,252.1580,3,198.3333,1.6930,3,155
8,3,279.3846,209.0883,3,207.7778,1.6930,3,161
8,3,227.3751,212.3309,3,68.8889,1.6930,3,56
8,3,287.0716,299.3273,3,180.4444,1.6930,3,135
8,3,233.4888,305.1839,3,204.7778,1.6930,3,166
8,3,262.2553,316.4232,3,90.8889,1.6930,3,73
8,3,202.4835,229.2214,3,78.6667,1.6930,3,64
8,3,206.3601,290.3895,3,99.1111,1.6930,3,81
8,3,311.4897,282.2904,3,86.1111,1.6930,3,73
8,3,252.1658,195.1990,3,27.5556,1.6930,3,21
8,3,307.0913,221.5818,3,174.0000,1.6930,3,125
8,3,177.2118,246.2508,3,85.3333,1.6930,3,63
8,3,179.1508,277.2770,3,88.4444,1.6930,3,62
8,3,199.2457,198.3662,3,10.7778,1.6930,3,8
8,3,304.1627,192.1693,3,80.4444,1.6930,3,56
8,3,224.2539,181.3293,3,9.1111,1.6930,3,7
8,3,336.3246,265.2534,3,67.3333,1.6930,3,54
8,3,314.2395,312.3401,3,74.2222,1.6930,3,57
8,3,277.0712,178.1177,3,12.8889,1.6930,3,11
8,3,289.5107,330.1174,3,79.7778,1.6930,3,53
8,3,209.0493,322.0275,3,68.3333,1.6930,3,48
8,3,334.3537,234.5327,3,134.2222,1.6930,3,99
